id,title,genres,imdb_id,tmdb_id,year
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,0115734,13685,1996
102,Mr. Wrong,Comedy,0117102,47475,1996
103,Unforgettable,Mystery|Sci-Fi|Thriller,0118040,2045,1996
104,Happy Gilmore,Comedy,0116483,9614,1996
105,"Bridges of Madison County, The",Drama|Romance,0112579,688,1995
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,0110251,11907,1994
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,0117110,10874,1996
108,Catwalk,Documentary,0112646,89333,1996
110,Braveheart,Action|Drama|War,0112573,197,1995
111,Taxi Driver,Crime|Drama|Thriller,0075314,103,1976
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,0113326,33542,1995
113,Before and After,Drama|Mystery,0115645,43566,1996
116,Anne Frank Remembered,Documentary,0112373,51352,1995
117,"Young Poisoner's Handbook, The",Crime|Drama,0115033,16934,1995
118,If Lucy Fell,Comedy|Romance,0116606,10324,1996
119,"Steal Big, Steal Little",Comedy,0114536,78406,1995
121,"Boys of St. Vincent, The",Drama,0106473,32119,1992
122,Boomerang,Comedy|Romance,0103859,11066,1992
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,0109424,11104,1994
125,Flirting With Disaster,Comedy,0116324,2074,1996
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,0110647,27793,1994
128,Jupiter's Wife,Documentary,0110217,290157,1994
129,Pie in the Sky,Comedy|Romance,0114131,110972,1996
132,Jade,Thriller,0113451,11863,1995
135,Down Periscope,Comedy,0116130,9101,1996
137,Man of the Year,Documentary,0113756,5757,1995
140,Up Close and Personal,Drama|Romance,0118055,9302,1996
141,"Birdcage, The",Comedy,0115685,11000,1996
144,"Brothers McMullen, The",Comedy,0112585,16388,1995
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,0112442,9737,1995
146,"Amazing Panda Adventure, The",Adventure|Children,0112342,30765,1995
147,"Basketball Diaries, The",Drama,0112461,10474,1995
148,"Awfully Big Adventure, An",Drama,0112427,22279,1995
149,Amateur,Crime|Drama|Thriller,0109093,30157,1994
150,Apollo 13,Adventure|Drama|IMAX,0112384,568,1995
151,Rob Roy,Action|Drama|Romance|War,0114287,11780,1995
152,"Addiction, The",Drama|Horror,0112288,34996,1995
153,Batman Forever,Action|Adventure|Comedy|Crime,0112462,414,1995
154,Beauty of the Day (Belle de jour),Drama,0061395,649,1967
155,Beyond Rangoon,Adventure|Drama|War,0112495,1873,1995
156,Blue in the Face,Comedy|Drama,0112541,5894,1995
157,Canadian Bacon,Comedy|War,0109370,1775,1995
158,Casper,Adventure|Children,0112642,8839,1995
159,Clockers,Crime|Drama|Mystery,0112688,20649,1995
160,Congo,Action|Adventure|Mystery|Sci-Fi,0112715,10329,1995
161,Crimson Tide,Drama|Thriller|War,0112740,8963,1995
162,Crumb,Documentary,0109508,26564,1994
163,Desperado,Action|Romance|Western,0112851,8068,1995
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,0112857,8512,1995
165,Die Hard: With a Vengeance,Action|Crime|Thriller,0112864,1572,1995
166,"Doom Generation, The",Comedy|Crime|Drama,0112887,13552,1995
168,First Knight,Action|Drama|Romance,0113071,6520,1995
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,0113114,9073,1995
170,Hackers,Action|Adventure|Crime|Thriller,0113243,10428,1995
171,Jeffrey,Comedy|Drama,0113464,17447,1995
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,0113481,9886,1995
173,Judge Dredd,Action|Crime|Sci-Fi,0113492,9482,1995
174,Jury Duty,Comedy,0113500,19326,1995
175,Kids,Drama,0113540,9344,1995
176,Living in Oblivion,Comedy,0113677,9071,1995
177,Lord of Illusions,Horror,0113690,8973,1995
178,Love & Human Remains,Comedy|Drama,0107447,15730,1993
179,Mad Love,Drama|Romance,0113729,47608,1995
180,Mallrats,Comedy|Romance,0113749,2293,1995
181,Mighty Morphin Power Rangers: The Movie,Action|Children,0113820,9070,1995
183,Mute Witness,Comedy|Horror|Thriller,0110604,48787,1994
184,Nadja,Drama,0110620,34574,1994
185,"Net, The",Action|Crime|Thriller,0113957,1642,1995
186,Nine Months,Comedy|Romance,0113986,11472,1995
187,Party Girl,Comedy,0114095,36196,1995
188,"Prophecy, The",Fantasy|Horror|Mystery,0114194,11980,1995
189,Reckless,Comedy|Fantasy,0114241,58372,1995
190,Safe,Thriller,0114323,32646,1995
191,"Scarlet Letter, The",Drama|Romance,0114345,10533,1995
193,Showgirls,Drama,0114436,10802,1995
194,Smoke,Comedy|Drama,0114478,10149,1995
195,Something to Talk About,Comedy|Drama|Romance,0114496,18402,1995
196,Species,Horror|Sci-Fi,0114508,9348,1995
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0114558,281,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,0058450,5967,1964
201,Three Wishes,Drama|Fantasy,0114663,47939,1995
202,Total Eclipse,Drama|Romance,0114702,36834,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,0114682,9090,1995
204,Under Siege 2: Dark Territory,Action,0114781,3512,1995
205,Unstrung Heroes,Comedy|Drama,0114798,52856,1995
206,Unzipped,Documentary,0114805,77350,1995
207,"Walk in the Clouds, A",Drama|Romance,0114887,9560,1995
208,Waterworld,Action|Adventure|Sci-Fi,0114898,9804,1995
209,White Man's Burden,Drama,0114928,31611,1995
210,Wild Bill,Western,0114938,65796,1995
211,"Browning Version, The",Drama,0109340,49805,1994
212,Bushwhacked,Adventure|Comedy|Crime|Mystery,0112602,26258,1995
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,0111579,50797,1994
214,Before the Rain (Pred dozhdot),Drama|War,0110882,19155,1994
215,Before Sunrise,Drama|Romance,0112471,76,1995
216,Billy Madison,Comedy,0112508,11017,1995
217,"Babysitter, The",Drama|Thriller,0112438,37141,1995
218,Boys on the Side,Comedy|Drama,0112571,9382,1995
219,"Cure, The",Drama,0112757,6715,1995
220,Castle Freak,Horror,0112643,18256,1995
222,Circle of Friends,Drama|Romance,0112679,22625,1995
223,Clerks,Comedy,0109445,2292,1994
224,Don Juan DeMarco,Comedy|Drama|Romance,0112883,1909,1995
225,Disclosure,Drama|Thriller,0109635,8984,1994
227,Drop Zone,Action|Thriller,0109676,4954,1994
228,Destiny Turns on the Radio,Comedy,0112854,62488,1995
229,Death and the Maiden,Drama|Thriller,0109579,10531,1994
230,Dolores Claiborne,Drama|Thriller,0109642,11929,1995
231,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,0109686,8467,1994
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,0111797,10451,1994
233,Exotica,Drama,0109759,20156,1994
234,Exit to Eden,Comedy,0109758,18395,1994
235,Ed Wood,Comedy|Drama,0109707,522,1994
236,French Kiss,Action|Comedy|Romance,0113117,397,1995
237,Forget Paris,Comedy|Romance,0113097,10525,1995
238,Far From Home: The Adventures of Yellow Dog,Adventure|Children,0113028,27985,1995
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,0113198,15789,1995
240,Hideaway,Thriller,0113303,27303,1995
241,Fluke,Children|Drama,0113089,21183,1995
242,Farinelli: il castrato,Drama|Musical,0109771,10954,1994
243,Gordy,Children|Comedy|Fantasy,0113199,47867,1995
246,Hoop Dreams,Documentary,0110057,14275,1994
247,Heavenly Creatures,Crime|Drama,0110005,1024,1994
248,Houseguest,Comedy,0110066,17207,1994
249,Immortal Beloved,Drama|Romance,0110116,13701,1994
250,Heavyweights (Heavy Weights),Children|Comedy,0110006,14819,1995
251,"Hunted, The",Action,0113360,32631,1995
252,I.Q.,Comedy|Romance,0110099,11777,1994
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,0110148,628,1994
254,Jefferson in Paris,Drama,0113463,87729,1995
255,"Jerky Boys, The",Comedy,0110189,18713,1995
256,Junior,Comedy|Sci-Fi,0110216,6280,1994
257,Just Cause,Mystery|Thriller,0113501,9061,1995
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,0113538,37108,1995
259,Kiss of Death,Crime|Drama|Thriller,0113552,6071,1995
260,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,0076759,11,1977
261,Little Women,Drama,0110367,9587,1994
262,"Little Princess, A",Children|Drama,0113670,19101,1995
263,Ladybird Ladybird,Drama,0110296,49980,1994
265,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,0103994,18183,1992
266,Legends of the Fall,Drama|Romance|War|Western,0110322,4476,1994
267,Major Payne,Comedy,0110443,11008,1995
269,My Crazy Life (Mi vida loca),Drama,0107566,32325,1993
270,Love Affair,Drama|Romance,0110391,43742,1994
271,Losing Isaiah,Drama,0113691,28313,1995
272,"Madness of King George, The",Comedy|Drama,0110428,11318,1994
273,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,0109836,3036,1994
274,Man of the House,Comedy,0113755,40490,1995
275,Mixed Nuts,Comedy,0110538,24070,1994
276,Milk Money,Comedy|Romance,0110516,8986,1994
277,Miracle on 34th Street,Drama,0110527,10510,1994
278,Miami Rhapsody,Comedy,0113808,17402,1995
279,My Family,Drama,0113896,38722,1995
280,Murder in the First,Drama|Thriller,0113870,8438,1995
281,Nobody's Fool,Comedy|Drama|Romance,0110684,11593,1994
282,Nell,Drama,0110638,1945,1994
283,New Jersey Drive,Crime|Drama,0113967,39310,1995
284,New York Cop (Nyû Yôku no koppu),Action|Crime,0117169,109560,1993
285,Beyond Bedlam,Drama|Horror,0106402,56428,1993
287,Nina Takes a Lover,Comedy|Romance,0110671,131957,1994
288,Natural Born Killers,Action|Crime|Thriller,0110632,241,1994
289,Only You,Comedy|Romance,0110737,9058,1994
290,Once Were Warriors,Crime|Drama,0110729,527,1994
291,Poison Ivy II,Drama|Thriller,0114151,18220,1996
292,Outbreak,Action|Drama|Sci-Fi|Thriller,0114069,6950,1995
293,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,0110413,101,1994
294,"Perez Family, The",Comedy|Romance,0114113,63020,1995
295,"Pyromaniac's Love Story, A",Comedy|Romance,0114210,2307,1995
296,Pulp Fiction,Comedy|Crime|Drama|Thriller,0110912,680,1994
298,Pushing Hands (Tui shou),Drama,0105652,25296,1992
299,Priest,Drama,0110889,40156,1994
300,Quiz Show,Drama,0110932,11450,1994
301,Picture Bride (Bijo photo),Drama|Romance,0114129,30304,1994
302,"Queen Margot (Reine Margot, La)",Drama|Romance,0110963,10452,1994
303,"Quick and the Dead, The",Action|Thriller|Western,0114214,12106,1995
304,Roommates,Comedy|Drama,0114296,161495,1995
305,Ready to Wear (Pret-A-Porter),Comedy,0110907,3586,1994
306,Three Colors: Red (Trois couleurs: Rouge),Drama,0111495,110,1994
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,0108394,108,1993
308,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,0111507,109,1994
310,Rent-a-Kid,Comedy,0114268,36357,1995
311,Relative Fear,Horror|Thriller,0110965,92769,1994
312,Stuart Saves His Family,Comedy,0114571,28033,1995
313,"Swan Princess, The",Animation|Children,0111333,22586,1994
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,0111112,14334,1994
315,"Specialist, The",Action|Drama|Thriller,0111255,2636,1994
316,Stargate,Action|Adventure|Sci-Fi,0111282,2164,1994
317,"Santa Clause, The",Comedy|Drama|Fantasy,0111070,11395,1994
318,"Shawshank Redemption, The",Crime|Drama,0111161,278,1994
319,Shallow Grave,Comedy|Drama|Thriller,0111149,9905,1994
320,Suture,Film-Noir|Thriller,0108260,87078,1993
321,Strawberry and Chocolate (Fresa y chocolate),Drama,0106966,12527,1993
322,Swimming with Sharks,Comedy|Drama,0114594,20306,1995
324,"Sum of Us, The",Comedy|Drama,0111309,36614,1994
325,National Lampoon's Senior Trip,Comedy,0113936,27993,1995
326,To Live (Huozhe),Drama,0110081,31439,1994
327,Tank Girl,Action|Comedy|Sci-Fi,0114614,9067,1995
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,0114608,9059,1995
329,Star Trek: Generations,Adventure|Drama|Sci-Fi,0111280,193,1994
330,Tales from the Hood,Action|Crime|Horror,0114609,25066,1995
331,Tom & Viv,Drama,0111454,46797,1994
332,Village of the Damned,Horror|Sci-Fi,0114852,12122,1995
333,Tommy Boy,Comedy,0114694,11381,1995
334,Vanya on 42nd Street,Drama,0111590,32636,1994
335,Underneath,Mystery|Thriller,0114788,36141,1995
336,"Walking Dead, The",Drama|War,0114888,95963,1995
337,What's Eating Gilbert Grape,Drama,0108550,1587,1993
338,Virtuosity,Action|Sci-Fi|Thriller,0114857,9271,1995
339,While You Were Sleeping,Comedy|Romance,0114924,2064,1995
340,"War, The",Adventure|Drama|War,0111667,19855,1994
341,Double Happiness,Drama,0109655,60855,1994
342,Muriel's Wedding,Comedy,0110598,236,1994
343,"Baby-Sitters Club, The",Children,0112435,48287,1995
344,Ace Ventura: Pet Detective,Comedy,0109040,3049,1994
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,0109045,2759,1994
346,Backbeat,Drama|Musical,0106339,12635,1993
347,Bitter Moon,Drama|Film-Noir|Romance,0104779,10497,1992
348,Bullets Over Broadway,Comedy,0109348,11382,1994
349,Clear and Present Danger,Action|Crime|Drama|Thriller,0109444,9331,1994
350,"Client, The",Drama|Mystery|Thriller,0109446,10731,1994
351,"Corrina, Corrina",Comedy|Drama|Romance,0109484,10464,1994
352,Crooklyn,Comedy|Drama,0109504,34152,1994
353,"Crow, The",Action|Crime|Fantasy|Thriller,0109506,9495,1994
354,Cobb,Drama,0109450,29973,1994
355,"Flintstones, The",Children|Comedy|Fantasy,0109813,888,1994
356,Forrest Gump,Comedy|Drama|Romance|War,0109830,13,1994
357,Four Weddings and a Funeral,Comedy|Romance,0109831,712,1994
358,Higher Learning,Drama,0113305,16295,1995
359,I Like It Like That,Comedy|Drama|Romance,0110091,48992,1994
360,I Love Trouble,Action|Comedy,0110093,10879,1994
361,It Could Happen to You,Comedy|Drama|Romance,0110167,10660,1994
362,"Jungle Book, The",Adventure|Children|Romance,0110213,10714,1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,0107472,41647,1993
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,0110357,8587,1994
365,Little Buddha,Drama,0107426,1689,1993
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",Drama|Horror|Mystery|Thriller,0111686,11596,1994
367,"Mask, The",Action|Comedy|Crime|Fantasy,0110475,854,1994
368,Maverick,Adventure|Comedy|Western,0110478,9359,1994
369,Mrs. Parker and the Vicious Circle,Drama,0110588,23333,1994
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,0110622,36593,1994
371,"Paper, The",Comedy|Drama,0110771,12280,1994
372,Reality Bites,Comedy|Drama|Romance,0110950,2788,1994
373,Red Rock West,Thriller,0105226,10427,1992
374,Richie Rich,Children|Comedy,0110989,11011,1994
376,"River Wild, The",Action|Thriller,0110997,8987,1994
377,Speed,Action|Romance|Thriller,0111257,1637,1994
378,Speechless,Comedy|Romance,0111256,15128,1994
379,Timecop,Action|Sci-Fi|Thriller,0111438,8831,1994
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,0111503,36955,1994
381,When a Man Loves a Woman,Drama|Romance,0111693,10449,1994
382,Wolf,Drama|Horror|Romance|Thriller,0111742,10395,1994
383,Wyatt Earp,Western,0111756,12160,1994
384,Bad Company,Action|Crime|Drama,0112443,40480,1995
385,"Man of No Importance, A",Drama,0110455,52038,1994
386,S.F.W.,Drama,0111048,29444,1994
387,"Low Down Dirty Shame, A",Action|Comedy,0110399,26352,1994
388,Boys Life,Drama,0112570,39953,1995
389,"Colonel Chabert, Le",Drama|Romance|War,0109454,41580,1994
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,0059170,315,1965
391,Jason's Lyric,Crime|Drama,0110186,22067,1994
393,Street Fighter,Action|Adventure|Fantasy,0111301,11667,1994
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Fantasy,0110027,8011,1994
406,Federal Hill,Drama,0109785,171857,1994
407,In the Mouth of Madness,Horror|Thriller,0113409,2654,1995
408,8 Seconds,Drama,0109021,18069,1994
409,Above the Rim,Crime|Drama,0109035,19092,1994
410,Addams Family Values,Children|Comedy|Fantasy,0106220,2758,1993
412,"Age of Innocence, The",Drama,0106226,10436,1993
413,Airheads,Comedy,0109068,13595,1994
414,"Air Up There, The",Comedy,0109067,46094,1994
415,Another Stakeout,Comedy|Thriller,0106292,9409,1993
416,Bad Girls,Western,0109198,11853,1994
417,Barcelona,Comedy|Romance,0109219,16771,1994
418,Being Human,Drama,0106379,46924,1993
419,"Beverly Hillbillies, The",Comedy,0106400,11041,1993
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,0109254,306,1994
421,Black Beauty,Adventure|Children|Drama,0109279,14522,1994
422,Blink,Thriller,0109297,26203,1994
423,Blown Away,Action|Thriller,0109303,178,1994
424,Blue Chips,Drama,0109305,19819,1994
425,Blue Sky,Drama|Romance,0109306,57834,1994
426,Body Snatchers,Horror|Sci-Fi|Thriller,0106452,4722,1993
427,Boxing Helena,Drama|Mystery|Romance|Thriller,0106471,18215,1993
428,"Bronx Tale, A",Drama,0106489,1607,1993
429,Cabin Boy,Comedy,0109361,26391,1994
430,Calendar Girl,Comedy|Drama,0106505,117553,1993
431,Carlito's Way,Crime|Drama,0106519,6075,1993
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,0109439,11310,1994
433,Clean Slate,Comedy,0109443,18658,1994
434,Cliffhanger,Action|Adventure|Thriller,0106582,9350,1993
435,Coneheads,Comedy|Sci-Fi,0106598,9612,1993
436,Color of Night,Drama|Thriller,0109456,2124,1994
437,Cops and Robbersons,Comedy,0109480,26261,1994
438,"Cowboy Way, The",Action|Comedy|Drama,0109493,19176,1994
440,Dave,Comedy|Romance,0106673,11566,1993
441,Dazed and Confused,Comedy,0106677,9571,1993
442,Demolition Man,Action|Adventure|Sci-Fi,0106697,9739,1993
444,Even Cowgirls Get the Blues,Comedy|Romance,0106834,34444,1993
445,Fatal Instinct,Comedy,0106873,26141,1993
446,Farewell My Concubine (Ba wang bie ji),Drama|Romance,0106332,10997,1993
448,Fearless,Drama,0106881,10443,1993
449,Fear of a Black Hat,Comedy,0106880,20239,1994
450,With Honors,Comedy|Drama,0111732,16297,1994
451,Flesh and Bone,Drama|Mystery|Romance,0106926,18551,1993
452,Widows' Peak,Drama,0111712,25440,1994
453,For Love or Money,Comedy|Romance,0106941,9024,1993
454,"Firm, The",Drama|Thriller,0106918,37233,1993
455,Free Willy,Adventure|Children|Drama,0106965,1634,1993
456,Fresh,Crime|Drama|Thriller,0109842,13815,1994
457,"Fugitive, The",Thriller,0106977,5503,1993
458,Geronimo: An American Legend,Drama|Western,0107004,35588,1993
459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,0109890,2087,1994
460,Getting Even with Dad,Comedy,0109891,41579,1994
461,Go Fish,Drama|Romance,0109913,18620,1994
464,Hard Target,Action|Adventure|Crime|Thriller,0107076,2019,1993
466,Hot Shots! Part Deux,Action|Comedy|War,0107144,9255,1993
467,Live Nude Girls,Comedy,0113674,26271,1995
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,0112966,10612,1995
469,"House of the Spirits, The",Drama|Romance,0107151,2259,1993
470,House Party 3,Comedy,0110064,16097,1994
471,"Hudsucker Proxy, The",Comedy,0110074,11934,1994
472,I'll Do Anything,Comedy|Drama,0110097,106143,1994
473,In the Army Now,Comedy|War,0110123,12475,1994
474,In the Line of Fire,Action|Thriller,0107206,9386,1993
475,In the Name of the Father,Drama,0107207,7984,1993
476,"Inkwell, The",Comedy|Drama,0110137,59930,1994
477,What's Love Got to Do with It?,Drama|Musical,0108551,15765,1993
478,Jimmy Hollywood,Comedy|Crime|Drama,0110197,31643,1994
479,Judgment Night,Action|Crime|Thriller,0107286,6,1993
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,0107290,329,1993
481,Kalifornia,Drama|Thriller,0107302,10909,1993
482,Killing Zoe,Crime|Drama|Thriller,0110265,507,1994
484,Lassie,Adventure|Children,0110305,29918,1994
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,0107362,9593,1993
486,Life with Mikey,Comedy,0107413,42580,1993
487,Lightning Jack,Comedy|Western,0110353,22317,1994
488,M. Butterfly,Drama|Romance,0107468,1413,1993
489,Made in America,Comedy,0107478,12121,1993
490,Malice,Thriller,0107497,2246,1993
491,"Man Without a Face, The",Drama,0107501,10502,1993
492,Manhattan Murder Mystery,Comedy|Mystery,0107507,10440,1993
493,Menace II Society,Action|Crime|Drama,0107554,9516,1993
494,Executive Decision,Action|Adventure|Thriller,0116253,2320,1996
495,In the Realm of the Senses (Ai no corrida),Drama,0074102,5879,1976
496,What Happened Was...,Comedy|Drama|Romance|Thriller,0111689,83718,1994
497,Much Ado About Nothing,Comedy|Romance,0107616,11971,1993
499,Mr. Wonderful,Comedy|Romance,0107613,31911,1993
500,Mrs. Doubtfire,Comedy|Drama,0107614,788,1993
501,Naked,Drama,0107653,21450,1993
502,"Next Karate Kid, The",Action|Children|Romance,0110657,11231,1994
504,No Escape,Action|Drama|Sci-Fi,0110678,10447,1994
505,North,Comedy,0110687,31586,1994
506,Orlando,Drama|Fantasy|Romance,0107756,9300,1992
507,"Perfect World, A",Crime|Drama|Thriller,0107808,9559,1993
508,Philadelphia,Drama,0107818,9800,1993
509,"Piano, The",Drama|Romance,0107822,713,1993
510,Poetic Justice,Drama,0107840,8291,1993
511,"Program, The",Action|Drama,0107889,18133,1993
512,"Puppet Masters, The",Horror|Sci-Fi,0111003,25557,1994
513,Radioland Murders,Comedy|Mystery|Romance,0110939,22588,1994
514,"Ref, The",Comedy,0110955,10872,1994
515,"Remains of the Day, The",Drama|Romance,0107943,1245,1993
